6.5672399999999997e-01 -8.0284000000000000e-01 -7.9592600000000002e-01  2.3367959536150629e+00 -2.8204512818325889e-01 -6.6731658079656375e-01 -1.0303283372554772e+00 1.5819632069200078e+00 4.2808527796574808e-01
-3.7731000000000001e-02 -5.3200599999999998e-01 1.3573809999999999e+00  4.2448224519008676e-01 3.4057786198836295e+00 -1.4986415310382935e+00 -1.2679501902415200e+00 4.2738005470842494e-01 8.2830130955076520e-01
3.8886399999999999e-01 8.7606000000000003e-02 2.9409000000000001e-02  3.8931199760688318e-01 -7.4454954085217517e-02 6.3829909366007109e-01 -1.7599246113146416e+00 -1.7553906640518866e+00 -1.1812808346170340e+00
1.0224979999999999e+00 4.2743300000000001e-01 9.1535000000000000e-01  -8.0373380224016272e-02 -1.4017400385863972e+00 9.7880152512685237e-01 2.0592736107337903e-01 3.6698602790440821e-01 -8.4371016242062857e-01
-8.9151599999999998e-01 5.9288799999999997e-01 2.0466899999999999e-01  -4.1780365152560739e-01 -2.9083488231414301e-01 1.0015814640182148e+00 -2.4197211345527303e+00 1.0978175592859269e+00 7.1754254988026248e-02
-1.1113700000000000e-01 7.1677000000000002e-01 -2.8609800000000002e-01  2.3375057996511233e+00 -2.8369374623292276e+00 2.0635512938010696e+00 -3.5588753619421232e-01 3.0143792660615238e+00 2.4356184159817933e+00
1.8596099999999999e-01 1.5346599999999999e-01 -1.9007199999999999e-01  2.5096727980126379e+00 1.6214532273771828e-01 1.2046261023326386e+00 -8.2991660983783044e-01 1.4129735239839905e+00 5.2473247772574316e-01
-2.7737699999999998e-01 -1.2737950000000000e+00 3.3629999999999999e-01  2.3056387373000198e+00 8.8374465209826614e-02 -2.4065483035210864e+00 9.9189480009008080e-01 2.1639186704719946e+00 -1.2655521540409769e+00
-9.3844300000000003e-01 4.4330399999999998e-01 1.0071360000000000e+00  -3.8002029317401145e+00 6.3932616244179585e-01 -2.9959996439447028e+00 -8.0831455589728163e-01 3.5598156598962865e+00 -3.7393341142248673e+00
1.1413000000000000e-02 -1.0169820000000001e+00 4.2389999999999997e-03  9.6327926100445527e-01 -1.0735781407693447e-01 -1.6787783476657386e-01 3.0166617333074504e+00 -1.5304692802198112e+00 -1.2695501040996555e+00
1.0856330000000001e+00 -1.1938350000000000e+00 5.8650000000000004e-03  2.8059966654281193e-01 -8.0902318283228791e-01 -1.4587979310875363e+00 2.7410800356226012e-01 -9.4202844574487921e-01 3.2305617833816103e-01
-7.0289199999999996e-01 -6.1760800000000005e-01 1.9631599999999999e-01  -2.5996834437152172e-02 -6.4785303923737336e-01 5.1094578318550434e+00 4.7939468310315075e-01 1.4537150567613597e+00 -1.0646089931128142e+00
2.7240500000000001e-01 -6.0056600000000004e-01 7.6706500000000000e-01  -1.7501917098702107e+00 -4.5081167296275754e-01 -2.2278177011534086e+00 2.1051842745945457e+00 -4.0709997110771372e+00 -6.4235440684440082e-01
1.0459700000000000e-01 2.1555600000000000e-01 5.9443599999999996e-01  9.0425373223915617e-01 -2.7728428736081789e-01 8.4802825205007903e-01 1.3116346198440763e+00 -2.0164672751764787e-01 -1.0307914746877593e+00
-2.0189599999999999e-01 1.0275319999999999e+00 -4.4230900000000001e-01  1.8842925474747194e+00 8.2296217588707776e-01 -3.4191397119197126e-01 -4.3199203059342728e-01 1.1738443780202794e+00 7.6207566365733037e-01
4.7532300000000000e-01 7.5074799999999997e-01 -6.2996399999999997e-01  1.2314472478210048e+00 3.1055223437329551e+00 3.6428151435603140e-01 -1.7341507582875930e+00 -3.4856501793607677e+00 2.8686478849155810e+00
-7.7851300000000001e-01 9.4981199999999999e-01 -8.2458699999999996e-01  -1.2563681465851070e-01 3.7658147966564476e-01 1.7418146164609547e+00 5.0206219556056564e-01 -6.9841458827642922e-01 8.9625827062236763e-02
-6.6674999999999995e-01 1.5320000000000000e-02 3.1978099999999998e-01  -2.8521760334248576e+00 3.1297135215593439e+00 -1.2996413105069138e+00 9.2438813815903065e-01 1.7773372167347965e+00 -1.2553864676669468e-01
-4.1024100000000002e-01 -1.0782030000000000e+00 7.6547799999999999e-01  7.8388133877393273e-01 -1.0303432760416791e+00 -1.6511614677604669e-01 -5.0209452824460554e-01 -1.2591335866975191e+00 -1.7881124173172449e+00
-9.9617500000000003e-01 -5.1138999999999997e-02 -8.3325600000000000e-01  -2.5104136044773835e+00 8.7633377931310741e-01 -8.1787418532506728e-01 4.4661537784670530e-01 -1.1451342228031895e+00 2.0287915805664110e+00
